gtpu_access_tunnel_ip,count
 100.117.115.115       ,96
 100.100.211.247       ,96
 100.100.134.123       ,96
 100.99.240.178        ,96
 100.116.141.163       ,96
 100.101.150.196       ,96
 100.99.253.2          ,96
 100.100.130.39        ,96
 100.100.213.130       ,96
 100.99.242.50         ,96
 100.117.113.249       ,96
 100.99.247.118        ,96
 100.99.137.247        ,96
 100.103.140.148       ,96
 10.36.20.147          ,96
 100.116.137.242       ,96
 100.99.138.215        ,96
 100.102.65.196        ,96
 100.97.146.11         ,96
 100.99.253.50         ,96
 100.99.137.37         ,96
 100.103.128.53        ,96
 100.100.214.54        ,96
 100.101.148.83        ,96
 100.99.249.99         ,96
 100.99.246.167        ,96
 100.99.141.35         ,96
 100.102.67.229        ,96
 100.101.147.197       ,96
 10.36.26.29           ,96
 100.99.251.100        ,96
 10.36.27.190          ,96
 100.97.158.74         ,96
 10.36.31.189          ,96
 10.36.30.216          ,96
 10.36.18.194          ,96
 10.97.5.91            ,96
 100.103.141.19        ,96
 100.92.83.58          ,96
 100.103.141.213       ,96
 100.102.67.228        ,96
 100.101.81.68         ,96
 10.36.82.36           ,96
 100.95.27.220         ,95
 100.99.243.200        ,95
 10.36.122.141         ,95
 100.100.135.8         ,95
 10.36.58.59           ,95
 10.36.52.35           ,95
 100.102.67.243        ,95
 100.103.137.146       ,95
 100.100.211.244       ,95
 10.36.58.182          ,95
 100.95.29.226         ,95
 100.100.223.232       ,95
 10.36.60.62           ,95
 10.36.23.182          ,95
 100.100.214.23        ,95
 100.99.133.61         ,95
 10.36.82.227          ,95
 100.92.82.109         ,95
 10.97.8.115           ,95
 10.36.81.6            ,95
 10.36.54.19           ,95
 100.100.220.98        ,95
 10.36.94.110          ,95
 100.101.83.19         ,95
 100.101.147.117       ,95
 100.101.149.244       ,95
 100.100.138.186       ,95
 100.99.246.164        ,95
 100.117.127.99        ,95
 100.112.208.211       ,95
 100.100.221.168       ,95
 10.36.27.206          ,95
 100.112.213.171       ,95
 100.99.245.120        ,95
 100.97.159.178        ,95
 10.36.21.7            ,95
 100.97.150.90         ,95
 10.36.125.42          ,95
 100.102.162.194       ,95
 100.100.141.82        ,95
 100.97.146.9          ,95
 100.101.158.57        ,95
 100.99.249.66         ,95
 10.36.116.94          ,95
 100.99.250.101        ,94
 100.99.248.164        ,94
 100.99.244.98         ,94
 100.101.152.158       ,94
 100.100.222.114       ,94
 100.101.94.137        ,94
 10.36.23.62           ,94
 10.36.126.103         ,94
 100.93.57.57          ,94
 10.36.23.26           ,94
 100.100.134.21        ,94
 100.92.85.185         ,94
 100.97.151.30         ,94
 10.36.28.98           ,94
 100.99.248.23         ,94
 100.97.150.190        ,94
 10.36.18.162          ,94
 10.36.92.219          ,94
 100.102.73.7          ,94
 100.100.134.186       ,94
 100.99.137.117        ,94
 100.99.251.117        ,94
 100.100.212.75        ,94
 100.99.246.153        ,94
 10.36.22.252          ,94
 100.100.217.50        ,94
 100.99.253.10         ,94
 100.101.92.252        ,94
 10.36.85.73           ,94
 100.92.93.90          ,94
 100.100.135.59        ,94
 100.101.153.174       ,94
 100.116.137.2         ,94
 10.36.16.176          ,94
 100.92.92.202         ,94
 10.36.19.132          ,94
 100.102.168.18        ,94
 100.99.245.134        ,94
 100.95.19.252         ,94
 100.95.18.217         ,94
 100.95.27.66          ,94
 100.102.74.84         ,94
 100.99.132.186        ,94
 10.97.11.42           ,94
 100.101.156.130       ,94
 100.101.81.71         ,94
 100.100.221.92        ,94
 10.36.22.188          ,94
 100.99.245.36         ,94
 100.100.141.50        ,93
 100.99.138.138        ,93
 100.100.134.54        ,93
 100.97.150.72         ,93
 100.99.243.131        ,93
 100.99.141.116        ,93
 10.97.1.250           ,93
 100.101.81.51         ,93
 100.95.30.151         ,93
 10.36.91.109          ,93
 100.100.136.3         ,93
 100.92.95.28          ,93
 10.36.58.245          ,93
 100.102.75.229        ,93
 100.99.246.90         ,93
 100.103.132.194       ,93
 10.97.14.121          ,93
 100.95.19.249         ,93
 100.102.160.59        ,93
 100.93.57.146         ,93
 100.102.167.130       ,93
 100.92.85.184         ,93
 100.97.145.87         ,93
 100.102.170.34        ,93
 100.102.76.173        ,93
 100.103.139.8         ,93
 10.36.28.45           ,93
 100.95.19.156         ,93
 100.118.246.179       ,93
 10.36.24.100          ,93
 10.36.126.108         ,93
 100.95.19.147         ,93
 100.103.134.197       ,93
 100.102.73.149        ,93
 100.117.112.233       ,93
 10.36.127.19          ,93
 100.99.136.162        ,93
 100.101.80.182        ,93
 10.36.18.140          ,93
 100.117.125.34        ,93
 100.99.246.52         ,93
 100.92.89.163         ,93
 10.36.81.250          ,93
 100.97.159.78         ,93
 100.102.71.210        ,93
 10.36.91.157          ,93
 100.102.72.117        ,93
 100.92.93.206         ,93
 100.100.208.242       ,92
 100.95.25.173         ,92
 100.99.242.155        ,92
 100.99.246.213        ,92
 100.93.56.122         ,92
 100.101.158.86        ,92
 100.100.130.5         ,92
 100.99.141.141        ,92
 100.101.154.22        ,92
 100.102.66.8          ,92
 100.97.155.107        ,92
 10.36.24.190          ,92
 100.102.169.51        ,92
 100.101.152.189       ,92
 100.100.136.206       ,92
 10.36.19.86           ,92
 10.36.49.11           ,92
 100.99.249.71         ,92
 100.99.135.36         ,92
 100.101.93.182        ,92
 100.101.80.244        ,92
 100.101.144.215       ,92
 100.99.243.136        ,92
 100.99.243.114        ,92
 100.101.151.210       ,92
 100.92.84.103         ,92
 100.99.253.55         ,92
 10.36.81.184          ,92
 100.117.118.147       ,92
 100.102.174.210       ,92
 100.99.245.135        ,92
 10.36.123.99          ,92
 100.103.133.2         ,92
 100.99.249.98         ,92
 100.99.241.166        ,92
 100.99.248.148        ,92
 100.100.133.253       ,92
 100.101.154.20        ,92
 100.99.129.170        ,92
 10.36.61.243          ,92
 100.99.245.245        ,92
 10.97.14.45           ,92
 100.97.151.25         ,92
 100.100.221.222       ,92
 100.99.242.150        ,92
 100.102.74.25         ,92
 100.95.24.174         ,92
 100.99.255.154        ,92
 100.102.75.195        ,92
 10.36.124.74          ,92
 100.99.254.66         ,92
 100.101.157.187       ,92
 100.93.59.57          ,92
 100.102.163.130       ,92
 10.36.51.200          ,92
 100.100.210.234       ,92
 100.99.251.21         ,92
 100.103.129.70        ,91
 100.92.89.165         ,91
 100.116.130.66        ,91
 10.36.55.185          ,91
 10.36.55.39           ,91
 10.36.95.93           ,91
 100.100.215.203       ,91
 100.112.215.216       ,91
 100.102.175.178       ,91
 100.103.135.100       ,91
 100.117.123.131       ,91
 100.99.246.86         ,91
 100.99.134.199        ,91
 10.36.49.6            ,91
 100.101.150.227       ,91
 100.101.146.236       ,91
 10.36.95.244          ,91
 10.36.23.3            ,91
 10.36.86.206          ,91
 100.100.137.55        ,91
 100.95.28.93          ,91
 100.99.254.39         ,91
 100.99.251.134        ,91
 100.100.223.147       ,91
 100.102.165.120       ,91
 10.97.10.169          ,91
 100.93.48.67          ,91
 100.92.93.197         ,91
 100.103.128.118       ,91
 100.100.216.46        ,91
 100.101.147.122       ,91
 10.36.23.235          ,91
 100.117.115.3         ,91
 100.117.125.5         ,91
 100.99.129.115        ,91
 10.36.57.194          ,91
 100.95.17.2           ,91
 10.36.56.171          ,91
 10.36.121.56          ,91
 100.116.135.82        ,91
 100.112.209.3         ,91
 100.100.133.66        ,91
 100.101.83.25         ,91
 10.36.89.98           ,90
 10.36.83.93           ,90
 100.97.151.28         ,90
 100.103.135.54        ,90
 100.100.134.212       ,90
 100.95.22.246         ,90
 100.95.23.149         ,90
 10.97.11.35           ,90
 100.112.215.19        ,90
 10.36.56.150          ,90
 100.95.16.247         ,90
 100.101.86.221        ,90
 100.102.65.164        ,90
 100.102.162.195       ,90
 100.112.212.6         ,90
 100.99.250.230        ,90
 100.99.253.85         ,90
 100.100.128.247       ,90
 100.100.218.253       ,90
 100.100.134.73        ,90
 100.99.246.146        ,90
 100.95.24.254         ,90
 10.36.27.25           ,90
 100.100.134.154       ,90
 100.97.145.162        ,90
 100.102.65.153        ,90
 100.103.135.73        ,90
 100.95.25.247         ,90
 100.99.250.147        ,90
 100.101.88.205        ,90
 10.36.119.107         ,90
 100.99.140.219        ,90
 100.93.62.244         ,90
 100.117.113.162       ,90
 100.117.112.229       ,90
 100.112.210.148       ,90
 100.103.141.131       ,90
 100.100.137.195       ,90
 100.92.90.200         ,90
 100.95.16.206         ,90
 100.102.166.115       ,90
 100.118.245.2         ,90
 100.99.250.232        ,90
 100.102.172.20        ,90
 100.93.57.73          ,90
 100.101.82.135        ,90
 100.93.57.124         ,90
 100.95.23.9           ,90
 100.99.251.22         ,90
 100.95.22.250         ,90
 10.36.83.104          ,90
 100.116.129.86        ,90
 100.101.152.136       ,90
 100.102.73.164        ,90
 100.99.254.100        ,90
 10.36.19.99           ,89
 100.97.150.246        ,89
 100.99.129.108        ,89
 100.100.128.119       ,89
 100.102.167.243       ,89
 100.97.144.10         ,89
 100.102.78.179        ,89
 100.99.242.99         ,89
 100.99.245.6          ,89
 100.99.141.101        ,89
 100.99.142.73         ,89
 100.102.167.23        ,89
 100.100.211.162       ,89
 10.36.125.57          ,89
 10.36.82.183          ,89
 10.36.55.198          ,89
 100.101.147.211       ,89
 10.36.49.104          ,89
 100.99.252.199        ,89
 100.112.219.210       ,89
 100.99.243.6          ,89
 100.101.155.163       ,89
 100.116.129.226       ,89
 100.103.129.19        ,89
 100.92.83.233         ,89
 100.101.152.68        ,89
 100.99.137.232        ,89
 100.100.218.164       ,89
 100.101.94.4          ,89
 100.100.128.206       ,89
 100.99.245.50         ,89
 10.36.114.4           ,89
 100.100.128.76        ,89
 10.36.93.227          ,89
 100.101.80.221        ,89
 100.100.128.71        ,89
 100.103.142.130       ,89
 100.99.132.156        ,89
 10.36.16.39           ,89
 100.99.240.72         ,89
 100.102.174.194       ,89
 100.99.242.162        ,89
 100.100.221.237       ,89
 100.99.252.36         ,89
 100.116.143.148       ,89
 100.95.29.234         ,89
 100.102.163.87        ,89
 100.99.142.43         ,89
 100.97.156.196        ,89
 100.99.246.148        ,89
 100.99.143.90         ,89
 100.102.162.228       ,88
 100.112.210.196       ,88
 100.99.251.28         ,88
 100.99.132.154        ,88
 100.102.169.53        ,88
 100.102.73.42         ,88
 100.101.87.34         ,88
 100.100.221.170       ,88
 100.100.218.52        ,88
 100.100.134.156       ,88
 100.100.128.182       ,88
 100.100.221.242       ,88
 100.117.116.19        ,88
 100.102.175.181       ,88
 100.101.88.25         ,88
 100.100.221.183       ,88
 100.101.147.50        ,88
 100.101.86.230        ,88
 100.99.246.166        ,88
 100.95.18.55          ,88
 100.103.132.18        ,88
 100.100.140.133       ,88
 100.118.243.99        ,88
 100.101.87.212        ,88
 100.99.249.72         ,88
 100.99.252.18         ,88
 10.36.51.166          ,88
 100.99.248.75         ,88
 100.101.85.133        ,88
 100.102.57.210        ,88
 100.103.140.83        ,88
 100.117.113.196       ,88
 10.36.61.50           ,88
 10.97.6.43            ,88
 100.99.245.114        ,88
 100.99.241.115        ,88
 100.100.220.41        ,88
 100.97.147.60         ,88
 100.117.118.3         ,88
 10.36.23.100          ,88
 100.100.134.72        ,88
 100.101.157.174       ,88
 100.102.65.182        ,88
 10.36.116.246         ,88
 100.100.221.214       ,88
 100.99.244.132        ,88
 10.36.126.9           ,88
 100.101.81.133        ,88
 100.97.147.110        ,88
 100.100.222.230       ,88
 100.99.139.53         ,88
 10.36.88.52           ,88
 10.36.84.210          ,88
 100.99.134.200        ,88
 10.36.62.234          ,88
 100.117.126.179       ,88
 10.36.18.195          ,88
 100.103.128.228       ,88
 10.97.0.194           ,88
 10.36.119.108         ,88
 10.36.24.233          ,88
 100.116.132.131       ,88
 100.100.222.248       ,88
 10.36.24.213          ,87
 100.101.150.131       ,87
 100.100.219.19        ,87
 100.101.150.212       ,87
 100.117.126.34        ,87
 100.112.216.45        ,87
 10.97.8.134           ,87
 100.101.155.228       ,87
 100.99.243.210        ,87
 100.93.59.9           ,87
 10.36.27.104          ,87
 100.95.31.147         ,87
 10.36.48.190          ,87
 10.97.9.56            ,87
 100.99.252.184        ,87
 100.99.133.72         ,87
 100.101.144.43        ,87
 100.92.92.166         ,87
 100.118.244.87        ,87
 100.118.244.89        ,87
 10.36.93.2            ,87
 100.101.152.229       ,87
 100.101.152.109       ,87
 100.99.251.162        ,87
 100.99.249.130        ,87
 100.118.242.27        ,87
 100.100.134.5         ,87
 100.102.170.3         ,87
 10.36.86.76           ,87
 100.112.218.99        ,87
 100.100.216.119       ,87
 100.101.84.67         ,87
 100.112.221.179       ,87
 10.36.92.245          ,87
 100.116.137.131       ,87
 100.100.213.228       ,87
 100.97.154.41         ,87
 100.99.135.11         ,87
 100.112.219.114       ,87
 100.99.247.131        ,87
 100.99.250.74         ,87
 100.97.145.88         ,87
 100.100.128.203       ,87
 100.100.221.106       ,87
 100.100.218.8         ,87
 100.100.136.155       ,87
 100.93.62.75          ,87
 100.102.64.53         ,87
 100.100.210.232       ,87
 100.99.138.19         ,86
 100.100.136.230       ,86
 100.100.210.142       ,86
 100.99.242.7          ,86
 100.101.88.245        ,86
 100.99.244.162        ,86
 100.93.49.4           ,86
 10.36.51.130          ,86
 100.99.252.19         ,86
 100.100.211.210       ,86
 100.116.137.18        ,86
 100.99.243.82         ,86
 10.36.48.189          ,86
 100.95.23.154         ,86
 10.97.10.164          ,86
 100.99.251.137        ,86
 100.93.57.131         ,86
 100.99.248.183        ,86
 100.100.138.52        ,86
 100.97.150.180        ,86
 100.101.146.118       ,86
 100.102.160.168       ,86
 10.97.15.27           ,86
 100.92.92.203         ,86
 100.101.95.45         ,86
 100.103.135.52        ,86
 100.100.221.89        ,86
 100.95.31.174         ,86
 100.99.143.244        ,86
 100.100.222.180       ,86
 100.117.126.194       ,86
 10.36.23.238          ,86
 100.116.138.147       ,86
 100.100.128.5         ,86
 100.101.156.19        ,86
 10.36.18.85           ,86
 100.97.159.89         ,86
 100.93.53.142         ,86
 100.99.140.115        ,86
 100.92.83.222         ,86
 100.118.247.243       ,86
 100.95.27.77          ,86
 100.92.86.120         ,86
 100.99.250.67         ,86
 100.100.217.54        ,86
 100.99.250.194        ,86
 100.102.75.131        ,86
 100.117.114.148       ,86
 100.101.152.137       ,86
 100.97.150.106        ,86
 100.100.128.166       ,86
 100.101.88.190        ,86
 100.99.142.246        ,86
 100.102.67.116        ,86
 10.36.18.202          ,86
 10.97.5.166           ,86
 100.100.134.19        ,86
 100.95.26.203         ,86
 100.112.216.246       ,86
